Simulation Number, 1  0  0, 0  0  1, 1  0  1,AspectRatio_ 0  0  1/ 1  0  1,AspectRatio_ 1  0  1/ 1  0  0
1227.0,126.7,141.9,134.8,1.0526706231454006,1.063930544593528
1228.0,127.8,141.9,136.5,1.0395604395604396,1.068075117370892
1229.0,128.9,143.6,136.5,1.052014652014652,1.0589604344453063
1230.0,130.7,145.3,137.2,1.0590379008746358,1.0497322111706198
1231.0,135.2,137.7,124.3,1.1078037007240547,0.9193786982248521
1232.0,130.8,132.7,130.1,1.0199846272098385,0.9946483180428133
1233.0,128.9,126.8,130.1,0.9746348962336664,1.0093095422808378
1234.0,131.1,129.3,126.1,1.0253766851704997,0.96186117467582
1235.0,129.7,131.8,121.3,1.0865622423742787,0.9352351580570548
1236.0,124.0,128.5,123.5,1.040485829959514,0.9959677419354839
1237.0,128.5,128.5,123.5,1.040485829959514,0.9610894941634242
1238.0,124.5,128.5,120.4,1.0672757475083057,0.9670682730923695
1239.0,121.5,123.4,122.0,1.0114754098360657,1.0041152263374487
1240.0,123.2,124.3,117.9,1.0542832909245121,0.9569805194805195
1241.0,124.8,125.1,118.8,1.053030303030303,0.9519230769230769
1242.0,120.7,125.1,118.8,1.053030303030303,0.984258492129246
1243.0,122.9,125.1,120.3,1.0399002493765586,0.9788445890968266
1244.0,119.2,122.6,120.4,1.0182724252491693,1.0100671140939597
1245.0,117.7,125.9,119.5,1.0535564853556485,1.0152931180968563
1246.0,122.5,127.6,121.2,1.0528052805280528,0.9893877551020408
1247.0,118.4,125.9,120.4,1.0456810631229236,1.0168918918918919
1248.0,119.9,128.5,120.3,1.0681629260182877,1.0033361134278564
1249.0,117.0,127.6,122.7,1.0399348003259983,1.0487179487179488
1250.0,120.4,130.1,121.1,1.0743187448389762,1.005813953488372
1251.0,120.4,129.3,125.2,1.0327476038338659,1.0398671096345515
1252.0,119.1,131.0,124.3,1.0539018503620274,1.0436607892527288
1253.0,120.0,132.7,124.5,1.065863453815261,1.0375
1254.0,121.8,131.8,124.3,1.0603378921962994,1.0205254515599342
1255.0,118.1,131.8,126.8,1.0394321766561516,1.0736663844199832
1256.0,121.1,132.7,126.7,1.0473559589581687,1.046242774566474
1257.0,122.3,134.3,128.4,1.04595015576324,1.0498773507767785
1258.0,120.0,134.3,127.5,1.0533333333333335,1.0625
1259.0,120.8,134.3,130.0,1.0330769230769232,1.076158940397351
1260.0,120.0,134.3,130.1,1.0322828593389701,1.0841666666666667
1261.0,121.4,134.3,131.7,1.0197418375094915,1.0848434925864907
1262.0,121.8,136.9,131.6,1.040273556231003,1.0804597701149425
1263.0,126.6,139.4,132.5,1.0520754716981133,1.0466034755134281
1264.0,122.6,138.5,131.7,1.0516324981017464,1.0742251223491028
1265.0,124.8,137.7,133.3,1.0330082520630155,1.0681089743589745
1266.0,122.2,137.7,130.8,1.0527522935779814,1.0703764320785598
1267.0,124.0,139.4,131.6,1.0592705167173253,1.0612903225806452
1268.0,125.2,139.4,134.8,1.0341246290801187,1.0766773162939298
1269.0,125.1,141.1,134.0,1.0529850746268656,1.071143085531575
1270.0,125.1,141.1,136.4,1.034457478005865,1.0903277378097522
1271.0,127.4,144.4,137.2,1.0524781341107874,1.0769230769230769
1272.0,131.9,127.6,125.2,1.0191693290734825,0.9492039423805914
1273.0,136.3,130.1,121.3,1.0725474031327287,0.8899486426999266
1274.0,129.2,125.9,126.8,0.9929022082018928,0.9814241486068113
1275.0,133.0,125.9,124.3,1.0128720836685439,0.9345864661654135
1276.0,125.6,125.9,125.1,1.006394884092726,0.9960191082802548
1277.0,127.4,128.5,119.7,1.073517126148705,0.9395604395604396
1278.0,125.1,122.6,121.2,1.0115511551155114,0.9688249400479617
1279.0,122.6,123.4,118.8,1.0387205387205387,0.9690048939641109
1280.0,121.1,122.6,120.4,1.0182724252491693,0.9942196531791908
1281.0,125.6,128.5,118.1,1.088060965283658,0.9402866242038217
1282.0,121.1,122.6,123.6,0.9919093851132686,1.0206440957886045
1283.0,121.1,124.3,118.7,1.0471777590564448,0.9801816680429398
1284.0,118.5,125.9,122.8,1.0252442996742672,1.0362869198312237
1285.0,119.9,125.9,117.9,1.0678541136556403,0.9833194328607172
1286.0,118.4,123.4,120.4,1.0249169435215948,1.0168918918918919
1287.0,120.7,125.9,120.4,1.0456810631229236,0.9975144987572494
1288.0,116.6,125.1,120.3,1.0399002493765586,1.0317324185248713
1289.0,117.7,125.9,123.6,1.0186084142394822,1.0501274426508072
1290.0,116.2,127.6,122.0,1.0459016393442622,1.0499139414802066
1291.0,117.7,128.5,121.1,1.0611065235342692,1.0288870008496176
1292.0,118.9,128.5,122.7,1.0472697636511816,1.0319596299411269
1293.0,117.7,129.3,123.5,1.0469635627530365,1.0492778249787595
1294.0,120.7,128.5,122.7,1.0472697636511816,1.0165700082850042
1295.0,117.4,130.1,125.2,1.0391373801916932,1.0664395229982964
1296.0,118.4,131.0,124.5,1.0522088353413654,1.0515202702702702
1297.0,118.9,134.3,125.2,1.0726837060702876,1.0529857022708158
1298.0,120.3,132.7,125.2,1.0599041533546325,1.0407315045719037
1299.0,121.4,131.8,126.1,1.0452022204599525,1.0387149917627676
1300.0,120.4,134.3,130.1,1.0322828593389701,1.080564784053156
1301.0,119.6,133.5,130.8,1.0206422018348622,1.093645484949833
1302.0,122.9,136.9,130.9,1.0458365164247516,1.065093572009764
1303.0,122.2,135.2,131.6,1.0273556231003038,1.0769230769230769
1304.0,120.7,136.9,129.2,1.0595975232198145,1.0704225352112675
1305.0,123.3,137.7,130.8,1.0527522935779814,1.0608272506082725
1306.0,122.2,136.9,133.3,1.027006751687922,1.0908346972176761
1307.0,123.7,139.4,131.6,1.0592705167173253,1.0638641875505255
1308.0,124.4,139.4,132.4,1.052870090634441,1.0643086816720257
1309.0,124.8,140.2,130.8,1.0718654434250763,1.0480769230769231
1310.0,126.0,141.1,135.8,1.0390279823269513,1.077777777777778
1311.0,125.6,141.9,134.9,1.0518902891030393,1.0740445859872612
1312.0,128.1,142.7,135.8,1.0508100147275403,1.0601092896174864
1313.0,134.5,131.8,126.1,1.0452022204599525,0.9375464684014869
1314.0,132.2,131.8,125.9,1.0468625893566323,0.9523449319213314
1315.0,130.4,131.8,125.1,1.053557154276579,0.9593558282208589
1316.0,130.4,125.9,119.5,1.0535564853556485,0.9164110429447853
1317.0,128.5,123.4,120.4,1.0249169435215948,0.9369649805447471
1318.0,128.1,128.5,121.1,1.0611065235342692,0.9453551912568307
1319.0,121.1,123.4,118.7,1.0395956192080877,0.9801816680429398
1320.0,128.1,125.1,123.6,1.0121359223300972,0.9648711943793911
1321.0,120.0,122.6,118.0,1.0389830508474576,0.9833333333333333
1322.0,120.7,123.4,117.1,1.053800170794193,0.9701739850869925
1323.0,122.6,123.4,118.8,1.0387205387205387,0.9690048939641109
1324.0,120.7,122.6,118.8,1.031986531986532,0.984258492129246
1325.0,119.9,125.1,118.7,1.0539174389216512,0.9899916597164303
1326.0,119.6,123.4,117.9,1.0466497031382527,0.9857859531772576
1327.0,117.8,123.4,118.8,1.0387205387205387,1.0084889643463497
1328.0,115.9,123.4,118.8,1.0387205387205387,1.0250215703192407
1329.0,118.1,122.6,121.2,1.0115511551155114,1.0262489415749365
1330.0,123.0,125.9,118.8,1.05976430976431,0.9658536585365853
1331.0,118.4,126.8,122.0,1.039344262295082,1.0304054054054053
1332.0,115.9,126.8,121.1,1.0470685383980183,1.0448662640207074
1333.0,117.0,130.1,121.8,1.068144499178982,1.041025641025641
1334.0,118.1,128.5,125.1,1.0271782573940849,1.0592718035563082
1335.0,117.0,129.3,123.6,1.046116504854369,1.0564102564102564
1336.0,117.8,130.1,123.6,1.052588996763754,1.0492359932088284
1337.0,118.1,131.8,124.4,1.0594855305466238,1.0533446232006776
1338.0,117.7,131.0,125.9,1.0405083399523432,1.0696686491079015
1339.0,119.6,131.8,125.1,1.053557154276579,1.0459866220735785
1340.0,119.6,131.8,127.5,1.0337254901960786,1.0660535117056857
1341.0,119.2,132.7,128.3,1.0342946219797349,1.0763422818791948
1342.0,120.3,133.5,126.8,1.052839116719243,1.0540315876974231
1343.0,118.4,132.7,126.7,1.0473559589581687,1.0701013513513513
1344.0,119.6,134.3,127.7,1.0516836335160533,1.0677257525083612
1345.0,120.0,133.5,129.3,1.0324825986078885,1.0775000000000001
1346.0,121.4,136.0,127.5,1.0666666666666667,1.0502471169686984
1347.0,121.4,136.0,130.1,1.0453497309761721,1.07166392092257
1348.0,121.8,136.0,130.8,1.039755351681957,1.0738916256157636
1349.0,123.7,138.5,132.4,1.04607250755287,1.0703314470493128
1350.0,124.1,139.4,130.8,1.0657492354740061,1.0539887187751815
1351.0,123.7,137.7,129.2,1.0657894736842106,1.0444624090541632
1352.0,125.9,140.2,134.0,1.0462686567164179,1.0643367752184272
1353.0,127.8,141.9,133.3,1.064516129032258,1.0430359937402192
1354.0,131.1,130.1,130.9,0.9938884644766997,0.9984744469870329
1355.0,125.1,125.9,128.4,0.9805295950155763,1.026378896882494
1356.0,127.8,130.1,121.1,1.0743187448389762,0.9475743348982786
1357.0,126.6,125.9,120.3,1.0465502909393185,0.9502369668246445
1358.0,129.3,127.6,120.4,1.0598006644518272,0.9311678267594741
1359.0,128.1,123.4,121.2,1.018151815181518,0.9461358313817331
1360.0,126.6,123.4,118.7,1.0395956192080877,0.9375987361769353
1361.0,123.8,120.9,117.0,1.0333333333333334,0.9450726978998385
1362.0,118.1,118.4,117.9,1.0042408821034776,0.9983065198983913
1363.0,118.1,120.1,116.4,1.031786941580756,0.9856054191363253
1364.0,119.9,120.9,116.3,1.0395528804815135,0.969974979149291
1365.0,118.1,123.4,114.6,1.0767888307155324,0.9703640982218459
1366.0,116.6,122.6,119.7,1.0242272347535504,1.0265866209262435
1367.0,117.4,122.6,116.2,1.055077452667814,0.989778534923339
1368.0,115.6,124.3,117.0,1.0623931623931624,1.0121107266435987
1369.0,117.0,124.3,117.0,1.0623931623931624,1.0
1370.0,116.2,124.3,119.6,1.0392976588628762,1.0292598967297761
1371.0,117.0,125.1,117.1,1.0683176771989753,1.0008547008547009
1372.0,115.8,124.3,121.1,1.0264244426094138,1.045768566493955
1373.0,112.9,124.3,123.6,1.005663430420712,1.0947741364038972
1374.0,115.5,125.9,122.7,1.0260798696006521,1.0623376623376624
1375.0,117.4,127.6,122.0,1.0459016393442622,1.039182282793867
1376.0,120.0,131.0,122.7,1.067644661776691,1.0225
1377.0,117.3,128.5,123.5,1.040485829959514,1.052855924978687
1378.0,117.0,129.3,123.6,1.046116504854369,1.0564102564102564
1379.0,116.2,128.5,124.3,1.0337892196299276,1.0697074010327021
1380.0,117.7,131.0,123.6,1.0598705501618124,1.0501274426508072
1381.0,119.2,131.0,125.9,1.0405083399523432,1.0562080536912752
1382.0,120.0,131.8,124.3,1.0603378921962994,1.0358333333333334
1383.0,119.2,132.7,124.3,1.067578439259855,1.0427852348993287
1384.0,122.9,136.0,125.9,1.0802223987291502,1.0244100895036614
1385.0,118.4,133.5,126.8,1.052839116719243,1.0709459459459458
1386.0,117.3,131.8,125.2,1.0527156549520766,1.0673486786018755
1387.0,119.2,134.3,126.8,1.0591482649842272,1.0637583892617448
1388.0,121.5,136.9,129.2,1.0595975232198145,1.0633744855967078
1389.0,119.6,134.3,130.0,1.0330769230769232,1.0869565217391304
1390.0,121.8,137.7,130.8,1.0527522935779814,1.0738916256157636
1391.0,125.6,140.2,130.8,1.0718654434250763,1.0414012738853504
1392.0,122.9,136.9,130.1,1.0522674865488086,1.0585842148087876
1393.0,125.1,138.5,132.5,1.0452830188679245,1.0591526778577138
1394.0,124.8,138.5,133.3,1.0390097524381094,1.0681089743589745
1395.0,131.9,127.6,129.3,0.9868522815158545,0.9802880970432146
1396.0,130.8,134.3,122.8,1.0936482084690555,0.9388379204892965
1397.0,128.2,126.8,126.8,1.0,0.9890795631825273
1398.0,128.1,125.9,118.8,1.05976430976431,0.927400468384075
1399.0,124.1,126.8,121.3,1.0453421269579555,0.9774375503626108
1400.0,124.8,127.6,117.1,1.089666951323655,0.938301282051282
1401.0,123.7,120.1,118.8,1.0109427609427608,0.9603880355699272
1402.0,119.2,124.3,118.0,1.0533898305084746,0.9899328859060402
1403.0,120.3,117.6,116.2,1.0120481927710843,0.9659185369908563
1404.0,119.3,116.7,116.2,1.004302925989673,0.9740150880134116
1405.0,118.9,123.4,115.5,1.0683982683982685,0.9714045416316232
1406.0,119.6,125.1,113.2,1.1051236749116606,0.9464882943143813
1407.0,118.4,124.3,114.6,1.0846422338568935,0.9679054054054053
1408.0,116.6,121.8,115.5,1.0545454545454545,0.9905660377358491
1409.0,117.7,122.6,118.0,1.0389830508474576,1.0025488530161426
1410.0,114.8,120.9,119.5,1.011715481171548,1.0409407665505226
1411.0,116.6,123.4,117.9,1.0466497031382527,1.0111492281303602
1412.0,115.8,124.3,120.3,1.0332502078137988,1.038860103626943
1413.0,114.8,124.3,120.4,1.032392026578073,1.048780487804878
1414.0,113.6,125.1,120.4,1.0390365448504983,1.0598591549295775
1415.0,117.7,125.1,120.4,1.0390365448504983,1.0229396771452846
1416.0,114.7,126.8,121.1,1.0470685383980183,1.055797733217088
1417.0,117.4,126.8,122.0,1.039344262295082,1.039182282793867
1418.0,115.5,128.5,123.6,1.0396440129449838,1.07012987012987
1419.0,115.1,128.5,123.5,1.040485829959514,1.0729800173761948
1420.0,118.5,130.1,122.7,1.0603096984515077,1.0354430379746835
1421.0,115.1,128.5,125.2,1.0263578274760383,1.0877497827975675
1422.0,115.5,127.6,124.3,1.0265486725663717,1.0761904761904761
1423.0,116.6,131.8,126.0,1.046031746031746,1.0806174957118353
1424.0,118.8,131.8,126.0,1.046031746031746,1.0606060606060606
1425.0,120.0,131.8,125.2,1.0527156549520766,1.0433333333333334
1426.0,119.2,131.0,126.0,1.0396825396825398,1.0570469798657718
1427.0,120.7,135.2,129.2,1.0464396284829722,1.0704225352112675
1428.0,120.8,135.2,128.3,1.0537802026500387,1.0620860927152318
1429.0,119.2,133.5,129.2,1.0332817337461302,1.0838926174496644
1430.0,119.6,135.2,129.4,1.0448222565687788,1.0819397993311037
1431.0,122.2,136.0,130.9,1.0389610389610389,1.0711947626841245
1432.0,119.9,136.0,129.3,1.0518174787316317,1.078398665554629
1433.0,124.4,139.4,128.3,1.0865159781761495,1.0313504823151125
1434.0,123.7,138.5,131.7,1.0516324981017464,1.0646725949878737
1435.0,122.9,138.5,132.4,1.04607250755287,1.0772986167615948
1436.0,131.9,129.3,124.5,1.03855421686747,0.9438968915845337
1437.0,129.2,125.1,122.7,1.0195599022004889,0.9496904024767803
1438.0,125.1,127.6,122.8,1.0390879478827362,0.9816147082334133
1439.0,125.9,125.9,122.0,1.0319672131147541,0.9690230341540905
1440.0,121.4,120.9,119.7,1.0100250626566416,0.985996705107084
1441.0,120.7,125.1,115.5,1.0831168831168831,0.9569179784589892
1442.0,126.3,119.2,121.1,0.9843104872006607,0.9588281868566904
1443.0,117.4,119.2,122.7,0.9714751426242869,1.045144804088586
1444.0,121.8,123.4,115.5,1.0683982683982685,0.9482758620689655
1445.0,120.4,121.8,118.1,1.0313293818797629,0.9808970099667773
1446.0,119.6,121.8,113.0,1.0778761061946902,0.9448160535117057
1447.0,117.7,120.9,113.9,1.061457418788411,0.9677145284621921
1448.0,118.1,118.4,115.5,1.025108225108225,0.9779847586790855
1449.0,115.1,120.1,114.7,1.047079337401918,0.9965247610773241
1450.0,112.2,120.1,113.9,1.054433713784021,1.0151515151515151
1451.0,113.6,123.4,116.3,1.061049011177988,1.0237676056338028
1452.0,115.1,120.9,117.9,1.025445292620865,1.0243266724587317
1453.0,116.2,122.6,115.4,1.0623916811091854,0.9931153184165232
1454.0,115.0,123.4,117.9,1.0466497031382527,1.0252173913043479
1455.0,112.9,122.6,120.3,1.0191188694929343,1.0655447298494243
1456.0,114.0,125.1,118.8,1.053030303030303,1.0421052631578946
1457.0,114.7,124.3,122.0,1.0188524590163934,1.063644289450741
1458.0,113.6,126.8,120.4,1.053156146179402,1.0598591549295775
1459.0,114.3,127.6,119.5,1.0677824267782425,1.0454943132108487
1460.0,117.0,125.1,122.0,1.0254098360655737,1.0427350427350428
1461.0,114.7,127.6,122.7,1.0399348003259983,1.06974716652136
1462.0,118.4,130.1,122.7,1.0603096984515077,1.0363175675675675
1463.0,117.7,132.7,124.3,1.067578439259855,1.0560747663551402
1464.0,116.2,129.3,124.3,1.0402252614641996,1.0697074010327021
1465.0,117.8,129.3,124.3,1.0402252614641996,1.0551782682512734
1466.0,114.7,130.1,125.1,1.0399680255795363,1.090671316477768
1467.0,120.0,131.8,126.8,1.0394321766561516,1.0566666666666666
1468.0,118.8,131.8,124.3,1.0603378921962994,1.0462962962962963
1469.0,120.4,133.5,126.7,1.0536700868192581,1.0523255813953487
1470.0,117.7,131.0,127.6,1.0266457680250785,1.0841121495327102
1471.0,120.3,133.5,126.8,1.052839116719243,1.0540315876974231
1472.0,121.1,135.2,129.2,1.0464396284829722,1.0668868703550785
1473.0,123.6,136.9,131.7,1.0394836750189826,1.0655339805825241
1474.0,122.6,137.7,132.4,1.0400302114803623,1.0799347471451877
1475.0,122.2,136.9,130.1,1.0522674865488086,1.0646481178396072
1476.0,121.8,136.9,132.4,1.033987915407855,1.0870279146141215
1477.0,132.3,131.0,128.3,1.0210444271239283,0.9697656840513983
1478.0,132.2,125.9,122.7,1.0260798696006521,0.9281391830559759
1479.0,123.7,125.9,123.6,1.0186084142394822,0.9991915925626516
1480.0,125.1,122.6,124.3,0.9863234111021721,0.9936051159072742
1481.0,121.1,124.3,123.5,1.0064777327935222,1.0198183319570604
1482.0,123.0,121.8,116.2,1.0481927710843373,0.9447154471544715
1483.0,117.7,120.1,117.1,1.0256191289496157,0.9949022939677145
1484.0,122.5,120.1,117.1,1.0256191289496157,0.9559183673469387
1485.0,121.8,121.8,113.9,1.0693590869183494,0.9351395730706076
1486.0,116.6,119.2,113.2,1.0530035335689045,0.9708404802744426
1487.0,116.6,122.6,113.8,1.0773286467486818,0.9759862778730704
1488.0,116.6,117.6,118.8,0.9898989898989898,1.0188679245283019
1489.0,117.4,121.8,115.5,1.0545454545454545,0.98381601362862
1490.0,115.4,120.1,114.6,1.0479930191972078,0.9930675909878682
1491.0,112.9,120.1,115.5,1.0398268398268398,1.0230292294065544
1492.0,112.2,119.2,117.0,1.0188034188034187,1.0427807486631016
1493.0,115.5,123.4,114.6,1.0767888307155324,0.9922077922077922
1494.0,113.6,123.4,116.2,1.0619621342512908,1.022887323943662
1495.0,114.0,121.8,115.5,1.0545454545454545,1.013157894736842
1496.0,112.9,122.6,118.8,1.031986531986532,1.0522586359610273
1497.0,113.6,125.9,118.8,1.05976430976431,1.045774647887324
1498.0,113.6,125.1,120.3,1.0399002493765586,1.0589788732394367
1499.0,117.0,125.9,118.1,1.0660457239627434,1.0094017094017094
1500.0,114.8,125.1,121.1,1.0330305532617672,1.0548780487804879
1501.0,114.0,126.8,121.2,1.046204620462046,1.063157894736842
1502.0,113.6,126.8,120.4,1.053156146179402,1.0598591549295775
1503.0,114.7,128.5,122.7,1.0472697636511816,1.06974716652136
1504.0,116.2,129.3,123.5,1.0469635627530365,1.0628227194492255
1505.0,114.0,127.6,122.7,1.0399348003259983,1.0763157894736843
1506.0,116.2,128.5,122.0,1.0532786885245902,1.0499139414802066
1507.0,116.2,130.1,125.1,1.0399680255795363,1.076592082616179
1508.0,117.0,128.5,123.5,1.040485829959514,1.0555555555555556
1509.0,118.5,133.5,125.2,1.06629392971246,1.0565400843881856
1510.0,118.1,131.8,125.9,1.0468625893566323,1.0660457239627434
1511.0,118.1,130.1,126.7,1.026835043409629,1.0728196443691786
1512.0,119.2,132.7,125.9,1.0540111199364575,1.0562080536912752
1513.0,118.1,133.5,125.9,1.0603653693407467,1.0660457239627434
1514.0,120.0,135.2,129.2,1.0464396284829722,1.0766666666666667
1515.0,119.9,134.3,127.5,1.0533333333333335,1.0633861551292743
1516.0,119.9,135.2,127.7,1.0587314017227876,1.0650542118432027
1517.0,121.1,135.2,129.2,1.0464396284829722,1.0668868703550785
1518.0,124.4,128.5,122.7,1.0472697636511816,0.9863344051446945
1519.0,126.3,131.0,121.9,1.0746513535684987,0.9651623119556612
1520.0,133.0,124.3,119.7,1.0384294068504594,0.9
1521.0,128.1,123.4,119.5,1.0326359832635983,0.9328649492583919
1522.0,124.8,124.3,117.0,1.0623931623931624,0.9375
1523.0,117.3,119.2,118.0,1.0101694915254238,1.0059676044330776
1524.0,118.5,122.6,113.0,1.0849557522123894,0.9535864978902954
1525.0,116.2,116.7,113.9,1.0245829675153644,0.9802065404475043
1526.0,117.7,118.4,112.2,1.0552584670231728,0.9532710280373832
1527.0,122.3,120.9,113.0,1.069911504424779,0.9239574816026166
1528.0,118.5,117.6,118.0,0.9966101694915254,0.9957805907172996
1529.0,118.1,121.8,112.3,1.0845948352626893,0.9508890770533447
1530.0,115.9,121.8,113.8,1.070298769771529,0.9818809318377911
1531.0,114.0,119.2,114.6,1.0401396160558465,1.0052631578947369
1532.0,116.2,122.6,113.9,1.0763827919227391,0.9802065404475043
1533.0,114.3,118.4,114.6,1.0331588132635254,1.0026246719160106
1534.0,114.0,120.1,116.3,1.0326741186586414,1.0201754385964912
1535.0,112.1,120.1,116.2,1.033562822719449,1.0365744870651206
1536.0,108.4,120.9,117.1,1.0324508966695134,1.0802583025830257
1537.0,112.2,122.6,118.1,1.038103302286198,1.052584670231729
1538.0,114.4,123.4,117.1,1.053800170794193,1.0236013986013985
1539.0,112.1,121.8,117.9,1.0330788804071247,1.0517395182872435
1540.0,112.9,122.6,120.3,1.0191188694929343,1.0655447298494243
1541.0,113.2,124.3,117.9,1.0542832909245121,1.0415194346289753
1542.0,114.7,125.9,118.8,1.05976430976431,1.035745422842197
1543.0,115.1,125.9,118.7,1.0606571187868576,1.0312771503040834
1544.0,113.2,126.8,120.3,1.0540315876974231,1.062720848056537
1545.0,114.7,129.3,122.7,1.0537897310513449,1.06974716652136
1546.0,116.2,129.3,122.7,1.0537897310513449,1.0559380378657488
1547.0,112.1,125.9,121.2,1.0387788778877889,1.081177520071365
1548.0,114.7,127.6,123.6,1.0323624595469256,1.077593722755013
1549.0,114.7,129.3,123.5,1.0469635627530365,1.0767218831734962
1550.0,114.7,128.5,123.5,1.040485829959514,1.0767218831734962
1551.0,114.3,127.6,125.2,1.0191693290734825,1.0953630796150482
1552.0,117.7,131.0,123.5,1.0607287449392713,1.0492778249787595
1553.0,118.5,132.7,125.2,1.0599041533546325,1.0565400843881856
1554.0,117.4,131.0,126.8,1.0331230283911672,1.080068143100511
1555.0,119.9,133.5,127.5,1.0470588235294118,1.0633861551292743
1556.0,119.9,134.3,125.9,1.0667196187450358,1.0500417014178482
1557.0,120.3,134.3,128.4,1.04595015576324,1.0673316708229428
1558.0,121.1,134.3,125.9,1.0667196187450358,1.0396366639141206
1559.0,128.9,125.1,120.3,1.0399002493765586,0.9332816136539953
1560.0,133.0,123.4,118.8,1.0387205387205387,0.8932330827067669
1561.0,124.4,122.6,122.8,0.998371335504886,0.9871382636655948
1562.0,129.6,125.1,119.5,1.0468619246861923,0.9220679012345679
1563.0,121.8,122.6,119.5,1.0259414225941421,0.9811165845648604
1564.0,121.4,122.6,117.9,1.0398642917726886,0.971169686985173
1565.0,115.5,120.9,118.0,1.0245762711864408,1.0216450216450217
1566.0,120.4,121.8,112.3,1.0845948352626893,0.9327242524916943
1567.0,117.0,118.4,115.4,1.025996533795494,0.9863247863247864
1568.0,116.6,115.9,113.0,1.0256637168141594,0.9691252144082333
1569.0,114.4,117.6,113.0,1.0407079646017698,0.9877622377622377
1570.0,118.1,120.9,110.7,1.0921409214092141,0.9373412362404743
1571.0,116.2,116.7,115.4,1.011265164644714,0.9931153184165232
1572.0,112.5,120.9,115.4,1.0476603119584056,1.025777777777778
1573.0,114.4,118.4,112.2,1.0552584670231728,0.9807692307692307
1574.0,112.5,117.6,114.6,1.0261780104712042,1.0186666666666666
1575.0,114.4,120.1,112.3,1.0694568121104184,0.9816433566433566
1576.0,112.1,120.1,116.2,1.033562822719449,1.0365744870651206
1577.0,114.3,120.9,117.0,1.0333333333333334,1.0236220472440944
1578.0,109.9,120.1,117.0,1.0264957264957264,1.064604185623294
1579.0,112.5,121.8,117.9,1.0330788804071247,1.048
1580.0,112.5,123.4,115.5,1.0683982683982685,1.0266666666666666
1581.0,110.7,122.6,118.7,1.0328559393428811,1.07226738934056
1582.0,112.6,125.1,119.5,1.0468619246861923,1.0612788632326822
1583.0,110.7,122.6,118.7,1.0328559393428811,1.07226738934056
1584.0,110.2,123.4,119.5,1.0326359832635983,1.0843920145190562
1585.0,114.0,126.8,120.3,1.0540315876974231,1.055263157894737
1586.0,111.7,125.1,121.1,1.0330305532617672,1.0841539838854073
1587.0,114.0,127.6,122.7,1.0399348003259983,1.0763157894736843
1588.0,114.1,129.3,123.5,1.0469635627530365,1.0823838737949167
1589.0,113.3,125.9,122.0,1.0319672131147541,1.0767872903795235
1590.0,113.2,126.8,122.7,1.0334148329258352,1.0839222614840989
1591.0,114.0,127.6,122.7,1.0399348003259983,1.0763157894736843
1592.0,113.6,128.5,124.3,1.0337892196299276,1.0941901408450705
1593.0,116.6,127.6,126.0,1.0126984126984127,1.0806174957118353
1594.0,116.6,130.1,124.3,1.0466613032984715,1.0660377358490567
1595.0,117.0,131.0,122.7,1.067644661776691,1.0487179487179488
1596.0,117.0,131.0,124.3,1.0539018503620274,1.0623931623931624
1597.0,118.1,133.5,126.8,1.052839116719243,1.0736663844199832
1598.0,120.4,133.5,129.2,1.0332817337461302,1.0730897009966776
1599.0,121.4,134.3,129.2,1.0394736842105265,1.0642504118616143
1600.0,127.8,125.1,124.3,1.006436041834272,0.9726134585289515
1601.0,120.4,123.4,119.5,1.0326359832635983,0.9925249169435215
1602.0,121.1,121.8,121.3,1.0041220115416323,1.0016515276630884
1603.0,119.2,123.4,118.8,1.0387205387205387,0.9966442953020134
1604.0,126.3,120.1,117.9,1.018659881255301,0.9334916864608077
1605.0,122.2,120.9,115.4,1.0476603119584056,0.9443535188216039
1606.0,118.4,120.1,114.8,1.0461672473867596,0.9695945945945945
1607.0,124.8,120.1,116.2,1.033562822719449,0.9310897435897436
1608.0,111.7,116.7,113.8,1.0254833040421794,1.018800358102059
1609.0,119.9,118.4,111.5,1.061883408071749,0.9299416180150125
1610.0,112.1,115.9,111.6,1.038530465949821,0.9955396966993756
1611.0,115.1,119.2,109.8,1.0856102003642987,0.953953084274544
1612.0,112.9,114.2,113.9,1.0026338893766462,1.008857395925598
1613.0,111.4,116.7,113.9,1.0245829675153644,1.0224416517055654
1614.0,113.3,119.2,112.3,1.0614425645592165,0.9911738746690203
1615.0,114.0,119.2,116.2,1.0258175559380378,1.0192982456140351
1616.0,113.2,119.2,115.5,1.032034632034632,1.0203180212014133
1617.0,111.7,120.1,113.9,1.054433713784021,1.0196956132497763
1618.0,111.7,118.4,113.8,1.0404217926186292,1.018800358102059
1619.0,109.2,120.9,114.6,1.0549738219895288,1.0494505494505493
1620.0,112.5,121.8,113.0,1.0778761061946902,1.0044444444444445
1621.0,112.1,122.6,117.0,1.047863247863248,1.0437109723461195
1622.0,111.7,121.8,116.2,1.0481927710843373,1.0402864816472694
1623.0,111.0,122.6,115.4,1.0623916811091854,1.0396396396396397
1624.0,112.1,122.6,118.8,1.031986531986532,1.0597680642283676
1625.0,110.7,123.4,119.5,1.0326359832635983,1.079494128274616
1626.0,114.3,125.9,119.7,1.051796157059315,1.0472440944881891
1627.0,113.6,126.8,122.7,1.0334148329258352,1.080105633802817
1628.0,112.9,125.9,119.5,1.0535564853556485,1.0584588131089459
1629.0,112.2,126.8,119.5,1.0610878661087866,1.0650623885918002
